track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,98,Major,70,37,54,6,0,9,8,Fin de Semana,Fin de Semana,Oscar Maydon,1/13/2023,QZ9QQ2300040,"1,211",43.0,"568,846,143","38,126","18,723,665",76.0,"209,204,080","876,672","4,469","2,225,214","19,351,144"
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,150,Major,34,24,56,4,0,11,3,Car's Outside,YOU,James Arthur,10/18/2019,DEE861903416,"2,876",26.0,"578,464,780","64,098","29,245,701",76.0,"99,386,903","1,089,785","3,170,207","482,763,087","3,957,426,996"
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,94,Major,37,17,47,2,46,11,3,Apocalypse,Apocalypse,Cigarettes After Sex,3/21/2017,USBQU1700034,"1,628",36.3,"1,305,189,811","259,761","79,958,707",82.0,"237,610,293","2,556,677","126,427","67,441,717","435,331,773"
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,90,Minor,74,36,63,26,0,27,5,Cheques,Still Rollin,Shubh,5/19/2023,QM6P42332212,576,63.4,"276,505,971","18,698","9,458,603",73.0,"356,244,269","3,597,189","546,123","13,229,231","193,157,167"
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,160,Major,54,54,55,67,0,42,11,Pink + White,Blonde,Frank Ocean,8/20/2016,QZ5C81600003,"2,642",27.4,"1,299,650,856","228,950","71,708,447",83.0,"158,016,588","1,286,636","130,802","68,303,456","442,090,971"
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,120,Major,70,59,75,24,0,9,4,Circles,Circles,Post Malone,8/30/2019,USUM71915699,170,116.0,"2,481,391,466","332,437","124,491,320",80.0,"1,116,323,669","8,490,012","83,111","26,892,604","273,522,601"
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,157,Major,54,75,60,30,0,7,5,Bebe Dame,Bebe Dame - Single,Fuerza Regida,12/16/2022,QZ9QQ2200182,"1,132",44.7,"562,099,076","51,229","20,388,246",70.0,"11,080,081","68,671","623,600","146,379,790","1,746,059,702"
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,130,Major,63,49,73,5,0,9,3,You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Fearless (Taylor's Version),Taylor Swift,4/9/2021,USUG12100622,"4,458",19.7,"662,057,533","59,739","35,937,845",76.0,"55,391,583","447,166","106,500","64,739,020","451,630,379"
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,139,Minor,48,37,41,32,0,10,10,Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2/10/2020,TCAEQ2083509,"1,983",32.4,"864,865,822","155,446","25,122,611",82.0,"119,059,085","1,543,311","391,311","189,326,209","1,722,108,635"
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,170,Minor,62,55,80,15,0,37,7,POLARIS - Remix,POLARIS (Remix),SAIKO,6/8/2023,QM6P42393140,"1,749",34.9,"238,718,077","44,094","17,083,557",69.0,"62,158,239","412,554",,,
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,134,Minor,81,18,64,3,0,10,11,Ditto,Ditto,NewJeans,12/19/2022,USA2P2254487,"1,098",45.7,"614,497,357","47,586","17,245,496",74.0,"202,069,442","2,934,641","396,808","179,997,019","1,587,051,148"
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,146,Minor,61,20,48,21,0,12,6,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72308539,"1,504",37.8,"199,846,893","53,777","10,893,828",69.0,"44,694,805","569,158",,,
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,37,50,144,Major,75,35,48,84,0,10,12,Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,5/11/2023,USQX92302824,134,129.6,"230,849,195","23,091","12,233,221",64.0,"363,082,908","5,135,848","4,897,595","104,580,759","1,551,501,289"
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,136,Minor,77,79,73,15,0,27,10,AMG,AMG,Natanael Cano,11/24/2022,QZ9QQ2200105,715,57.3,"674,025,091","51,522","21,663,790",70.0,"323,942,993","1,575,190","452,800","108,677,892","1,294,755,383"
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,100,Major,56,53,55,53,0,12,4,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,5/16/2023,INH102307527,"1,379",39.8,"226,109,929","11,941","13,056,935",66.0,"290,394,869","2,663,583",62,997,"19,132"
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,105,Minor,89,67,78,9,0,7,33,S-Class,5-STAR,Stray Kids,6/2/2023,US5TA2300034,"1,465",38.3,"207,857,363","14,268","6,924,859",70.0,"202,184,485","3,376,954","237,706","290,304,541","1,571,240,092"
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,132,Major,85,53,68,40,0,9,4,Chanel,Chanel,Becky G,3/30/2023,USRC12300804,"1,175",43.8,"287,853,890","21,244","8,675,975",65.0,"267,142,398","1,552,179","98,312","44,289,816","550,080,768"
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,155,Major,82,51,39,2,0,9,49,Area Codes,Area Codes,Kaliii,3/17/2023,USAT22301942,"1,220",42.8,"228,240,866","33,819","27,729,274",68.0,"71,928,705","887,392","431,192","122,679,145","1,249,845,764"
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,8,60,129,Major,70,42,43,78,0,11,3,Abcdario,Abcdario,Eden Muï¿½ï,5/13/2023,MXB952300035,"1,738",35.0,"262,504,588","19,709","8,079,760",72.0,"149,083,889","660,503",1,33,939
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,135,Minor,80,85,74,62,0,8,9,Obsessed,Obsessed,Riar Saab,9/29/2022,QMBZ92299094,"3,972",21.4,"161,366,691","18,781","6,151,558",64.0,"167,537,164","1,497,169","133,300","16,562,523","286,891,984"
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,5,6,98,Minor,73,45,62,28,0,13,13,Piï¿½ï¿½man Deï¿,Piï¿½ï¿½man Deï¿½ï¿½ilim ,Semicenk,6/2/2023,FRX762391695,"2,434",28.9,"134,291,091","16,247","2,133,867",65.0,"147,910,091","435,023",,,
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,124,Minor,84,64,39,3,0,11,4,FLOWER,ME,JISOO,3/31/2023,KRA402300002,174,114.3,"440,364,356","26,107","15,314,737",70.0,"525,156,884","10,820,829","3,411,209","550,993,898","6,724,997,940"
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,Major,78,39,53,30,0,11,6,Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/2023,GBAHS2201304,168,116.6,"372,423,476","44,730","21,933,393",71.0,"131,308,671","1,074,684","1,102,985","38,959,591","830,123,390"
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,96,Major,54,25,74,14,0,9,11,Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10/12/2022,QMDA62217995,190,110.1,"804,925,777","128,247","62,532,855",75.0,"175,393,116","1,729,347","935,169","362,063,344","3,209,982,240"
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,123,Major,71,58,70,30,0,32,19,La Jumpa,La Jumpa,Arcï¿½ï¿½,11/30/2022,QMDA72252608,726,56.9,"716,829,483","99,063","53,041,655",68.0,"131,057,530","1,300,009","46,605","37,630,552","348,775,704"
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,133,Minor,78,90,84,31,0,7,4,Las Morras,Las Morras,Peso Pluma,4/4/2023,QM4TX2378801,"2,004",32.2,"253,711,656","26,015","6,838,351",66.0,"148,812,952","859,486","21,800","6,180,710","79,415,641"
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,96,Minor,74,61,83,11,0,35,6,CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,USUM72222460,707,57.6,"558,560,568","61,360","26,903,567",75.0,"228,242,847","852,495","1,015,200","134,483,388","1,339,213,086"
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,149,Major,66,85,60,40,0,14,13,Ch y la Pizza,Ch y la Pizza,Fuerza Regida,12/1/2022,QZ9QQ2200104,"1,230",42.7,"511,421,362","37,923","17,851,037",75.0,"265,678,775","844,731","68,003","17,455,943","204,148,897"
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,105,Major,95,62,52,3,0,5,16,Players,Players,Coi Leray,11/30/2022,USUM72222387,230,101.8,"465,588,517","91,658","60,607,887",67.0,"109,781,672","1,706,148","1,456,347","477,814,190","4,784,803,362"
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,105,Major,80,69,78,28,0,11,14,Bite Me,DARK BLOOD,ENHYPEN,5/22/2023,USA2P2319853,"1,713",35.3,"263,851,286","17,657","7,369,849",73.0,"161,653,032","3,135,324","120,256","103,362,311","483,823,339"
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,134,Major,76,61,58,6,0,16,3,Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,5/26/2023,USQX92303185,"1,978",32.4,"132,870,060","27,561","8,424,250",69.0,"27,715,495","361,926","39,700","4,608,976","62,570,724"
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,170,Minor,71,59,56,4,0,27,12,Normal,Normal,Feid,7/8/2022,USUM72211935,804,54.1,"724,772,954","76,821","31,039,211",76.0,"395,704,504","1,556,356","86,775","25,803,660","237,386,912"
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,81,Major,59,26,60,46,1,25,13,Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72307467,"4,208",20.6,"88,524,099","26,884","4,613,355",63.0,"25,881,919","309,105","1,897","2,333,269","15,122,285"
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,169,Major,69,69,51,63,0,38,4,Bad Habit,Bad Habit,Steve Lacy,6/29/2022,USRC12201440,207,105.8,"1,087,938,471","220,515","63,054,597",73.0,"147,472,695","2,050,299","902,163","360,938,850","2,783,442,788"
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,115,Major,78,64,69,4,0,7,14,CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,USSM12206232,213,104.9,"795,960,535","100,204","68,659,216",73.0,"176,996,169","1,606,296","2,762,888","945,005,125","11,215,597,325"
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,91,Major,82,47,62,10,0,10,15,Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/2023,USUM72305943,"1,508",37.8,"237,741,410","39,503","20,043,997",61.0,"86,652,111","676,137","314,300","33,678,445","411,538,350"
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,142,Minor,82,54,44,6,0,33,7,Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84.6,"337,858,357","96,709","21,646,810",69.0,"40,938,953","336,819","106,645","21,329,637","192,701,225"
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,97,Major,73,10,44,26,0,16,8,Lavender Haze,Midnights,Taylor Swift,10/21/2022,USUG12205734,"1,090",45.9,"711,138,043","42,535","28,394,531",73.0,"26,695,871","411,132","90,029","35,207,211","302,181,012"
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,98,Minor,80,23,48,14,0,6,5,Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,"1,293,773,697","115,332","51,081,689",77.0,"501,908,214","2,730,759","2,482,560","549,037,519","6,046,489,956"
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,120,Major,91,63,58,52,0,31,22,Cupido,Cupido,TINI,2/14/2023,USHR12245118,905,50.7,"358,240,136","35,751","23,674,275",70.0,"216,226,939","844,073","827,378","189,261,300","2,253,379,250"
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,150,Major,49,4,55,7,0,6,3,Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85.8,"665,519,026","152,193","67,322,941",68.0,"187,947,945","2,379,515","1,016,531","606,205,784","5,516,142,056"
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,174,Major,47,27,78,11,0,10,8,Unstoppable,Unstoppable,Sia,1/21/2016,USRC11502934,548,65.5,"1,285,237,951","166,761","75,244,498",76.0,"1,383,536,938","11,277,243","7,657,876","920,079,246","14,808,888,629"
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,202,Major,34,25,51,69,0,18,4,Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83.0,"1,020,452,066","169,696","52,678,003",73.0,"385,820,349","4,710,732","796,783","391,999,548","3,320,885,451"
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,153,Minor,56,42,52,5,0,36,24,Rich Flex,Her Loss,Drake,11/4/2022,USUG12208598,320,85.5,"812,274,757","185,579","57,165,405",73.0,"86,053,276","651,228","317,033","223,409,952","1,834,709,832"
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,142,Major,60,13,37,58,0,13,3,Easy On Me,Easy On Me,Adele,10/14/2021,USSM12105970,88,163.2,"1,720,918,065","209,635","93,875,458",73.0,"1,194,846,205","13,561,925","1,912,194","733,101,955","7,860,224,413"
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,108,Minor,84,55,47,26,0,20,64,Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,5/11/2023,BRRGE2300377,"2,917",25.8,"143,421,339","23,431","7,023,908",63.0,"108,239,669","1,037,417","40,500","12,310,702","125,638,371"
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,104,Minor,95,78,66,3,0,4,6,The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,1/1/2000,USIR10000448,"2,796",26.5,"1,798,020,679","352,947","75,283,550",81.0,"961,666,231","7,927,293","74,682","86,740,640","771,015,965"
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,93,Minor,84,96,79,43,0,18,11,MERCHO,MERCHO,LiL CaKe,12/16/2022,ARF102200411,738,56.4,"366,462,735","52,345","27,129,754",67.0,"184,622,271","842,979","1,617,600","191,086,404","2,944,174,250"
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,105,Minor,65,46,53,16,0,9,5,The Color Violet,Alone At Prom,Tory Lanez,12/10/2021,QZTGW2100275,833,53.1,"806,918,358","152,298","19,863,721",79.0,"105,278,538","1,053,733","40,106","22,514,603","251,896,836"
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,170,Major,44,27,32,89,0,14,5,Glimpse of Us,Glimpse of Us,Joji,6/10/2022,USWB12201789,242,99.8,"1,262,308,912","234,936","83,890,841",74.0,"66,246,839","2,067,331","865,354","1,031,153,514","8,988,453,878"
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,178,Minor,62,56,66,18,0,12,5,Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,QM6N22374183,"3,552",22.8,"81,623,095","18,046","6,605,054",59.0,"109,132,919","1,146,510",,,
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,104,Minor,80,38,88,11,0,11,5,UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,5/1/2023,USA2P2310663,"2,639",27.4,"223,652,808","18,262","11,833,709",70.0,"129,099,788","2,078,161","85,400","75,312,218","705,088,821"
Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,85,Major,70,83,84,31,0,47,30,Haegeum,D-DAY,Agust D,4/21/2023,USA2P2310691,"4,485",19.7,"285,039,741","8,884","17,220,812",75.0,"80,959,733","5,337,877","151,700","111,667,305","528,452,231"
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,17,7,117,Minor,77,69,58,39,0,26,5,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich The Kid) ,Matuï¿,4/30/2023,BXW922200014,"2,453",28.8,"159,579,530","29,495","10,067,664",67.0,"113,216,772","1,817,753","21,800","7,387,254","68,969,483"
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,15,26,80,Major,52,57,48,86,0,15,39,MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72300862,506,68.7,"426,341,106","29,511","24,418,991",76.0,"304,538,874","2,238,586","1,577,292","68,382,766","871,654,140"
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,98,Major,44,36,41,50,0,38,5,Never Felt So Alone,Never Felt So Alone,Labrinth,4/7/2023,USSM12302165,"1,275",41.9,"269,669,185","44,019","21,429,823",67.0,"29,035,288","608,532","581,320","71,546,908","531,883,271"
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,178,Minor,79,58,78,34,0,11,25,X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2/3/2023,USUM72222547,"1,887",33.4,"491,242,756","37,814","18,470,152",75.0,"80,668,854","1,002,368","37,716","4,293,404","77,308,719"
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,148,Major,51,27,33,48,0,22,3,ceilings,five seconds flat,Lizzy McAlpine,4/8/2022,GBKPL2280163,"1,944",32.8,"540,382,129","67,808","85,710,040",76.0,"33,922,247","572,580","681,271","330,884,076","2,631,370,364"
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,120,Major,77,94,66,65,0,38,3,Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,KSA012239180,"1,256",42.2,"212,084,990","34,632","4,625,072",37.0,"191,028,847","3,745,346","159,346","66,491,755","543,360,467"
I AM,IVE,1,2023,4,10,366,15,123132751,16,102,122,Minor,68,38,88,1,0,8,5,I AM,I've IVE,IVE,4/10/2023,QM4TX2337764,"1,326",40.8,"269,067,890","20,356","8,290,715",71.0,"256,133,933","2,369,761","103,447","53,293,582","473,159,481"
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518,0,0,144,Major,74,75,73,42,0,9,4,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,4/8/2023,KRA252300672,42,211.2,"170,970,614","27,827","5,784,546",41.0,"22,280,037","334,523","14,348,249","948,225,544","12,196,985,599"
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,96,Major,93,47,47,33,0,10,36,Shorty Party,Shorty Party,Cartel De Santa,3/4/2023,MX3602300010,633,60.4,"323,657,766","28,785","11,052,463",69.0,"373,726,087","2,491,193","416,201","53,038,445","623,071,891"
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,137,Major,77,35,88,16,0,17,9,Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,4/24/2023,USA2P2310675,"1,839",33.9,"210,481,840","14,690","8,191,208",67.0,"209,677,493","2,906,443","95,008","178,551,449","1,027,127,321"
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,121,Minor,94,71,61,12,0,53,42,Slut Me Out,Slut Me Out - Single,NLE Choppa,4/15/2022,USWB12200942,"2,867",26.1,"346,862,697","72,540","23,493,477",67.0,"28,725,574","481,537","60,398","29,004,515","186,623,555"
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,119,Minor,60,10,57,1,0,50,3,Double Fantasy (with Future),Double Fantasy,The Weeknd,4/21/2023,USUG12302627,"2,597",27.7,"180,940,067","36,631","14,272,823",66.0,"51,093,878","753,208","4,000","5,091,663","47,997,951"
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,111,Major,87,53,52,66,1,11,5,PROVENZA,PROVENZA,KAROL G,4/22/2022,USUM72205906,151,123.8,"1,185,929,926","103,026","64,847,502",76.0,"1,229,843,060","5,870,729","1,300,337","251,445,963","2,829,294,043"
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,148,Major,90,74,68,14,0,10,19,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,4/14/2023,USUG12300211,"2,829",26.3,"220,270,601","34,862","34,947,789",67.0,"32,354,134","356,483","219,907","98,324,852","905,030,524"
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,182,Major,57,80,59,8,0,6,5,Di Que Si,Di Que Si,Grupo Marca Registrada,2/3/2023,USA2P2308597,"4,520",19.6,"278,308,556","22,061","8,857,760",61.0,"37,305,033","258,130",,,
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,141,Major,79,82,86,28,0,4,9,Shivers,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100671,330,84.4,"1,568,058,093","188,855","77,441,110",77.0,"683,237,554","4,641,763","389,848","88,427,778","1,292,107,474"
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,145,Minor,76,80,81,19,0,6,9,Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,12/30/2022,QZ9QQ2200167,"1,585",36.8,"316,447,060","27,766","12,168,890",72.0,"254,781,747","1,096,192",,,
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,110,Minor,76,26,70,1,0,41,6,Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,4/25/2023,KSA002300722,"2,903",25.9,"156,994,096","14,231","5,565,204",61.0,"147,699,486","22,687","15,086","27,140,570","180,459,570"
Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,134,Major,70,35,41,41,0,10,3,Komang,Komang,Raim Laode,8/17/2022,SGB502228663,"1,378",39.8,"329,763,216","16,110","3,893,973",70.0,"98,333,231","661,439","2,849,800","293,982,530","3,870,057,710"
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,130,Major,92,78,62,18,0,6,10,DESPECHï¿,DESPECHï¿,ROSALï¿½,7/28/2022,USSM12207207,166,116.9,"1,003,487,432","126,402","88,024,543",73.0,"621,874,255","2,859,234","2,409,247","476,447,290","6,208,638,113"
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,145,Major,84,88,53,35,0,8,7,Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,"720,720,922","74,295","89,509,926",77.0,"221,078,988","2,557,839","4,687,520","1,252,326,407","15,247,253,457"
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,130,Minor,69,36,90,1,10,15,4,Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,2/5/2023,USAT22301358,837,53.1,"377,174,503","100,095","41,254,482",71.0,,,,,
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,173,Major,59,69,53,12,0,23,3,No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,4/28/2022,QZHN72212529,973,49.0,"582,023,797","48,881","17,367,502",70.0,"293,059,162","1,383,526","1,100,596","64,787,440","805,988,782"
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,175,Minor,59,15,64,43,90,12,10,METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,QZS642102633,746,56.2,"624,007,138","88,566","48,503,856",76.0,"300,340,121","3,913,127","386,544","202,072,663","2,052,187,356"
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,4,71,132,Minor,59,56,82,12,0,12,6,Set Me Free Pt.2,Set Me Free Pt.2,Jimin,3/17/2023,USA2P2251867,"2,554",28.0,"350,802,342","12,581","16,368,476",76.0,"150,660,549","5,807,332","182,865","104,841,360","494,628,703"
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,114,Major,32,17,74,14,0,17,3,I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800570,"3,488",23.1,"995,463,505","139,596","44,549,966",78.0,"283,348,553","3,003,483","32,188","23,839,570","175,752,903"
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,110,Major,82,67,69,0,0,18,4,Shut Down,BORN PINK,BLACKPINK,9/16/2022,KRA402200020,497,69.0,"654,818,451","39,852","17,682,503",67.0,"633,781,726","11,421,404","844,032","374,048,198","3,365,539,262"
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,94,Major,89,61,66,17,0,36,16,Gato de Noche,Gato de Noche,ýýengo Flow,12/22/2022,QMFMF2216359,"1,547",37.3,"427,842,597","59,365","26,456,238",66.0,"103,306,657","870,677","21,809","10,011,741","92,071,601"
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,134,Major,45,17,60,21,0,33,4,Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61.6,"1,780,889,877","229,909","75,001,452",79.0,"1,366,385,062","10,766,000","284,554","89,244,170","742,902,070"
